userName,content,score,thumbs_up_count,review_version,review_date,reply_content,app_version,company
Misu Sk,Very nice my fevaret app,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Periya Nayagam,High priority issue. continue button to place order is not working.,1,0,8.3,11-08-2025,"Hi flipkart user, we sincerely apologize for the inconvenience. please share the details of your issue with app-feedback@flipkart.com for the team to quickly resolve it for you.",8.3,Flipkart
Deba Bhoi,Cool,2,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Nishu Jha,Awesome app,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Rahul Chauhan,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
K Khan,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sahitya Gupta,"I was calling for the delay in delivery of my order from the last 2 days. when i talked to the customer care, i was told that they will try to deliver my order before 5 pm. but my call messages have no value with this company. their behavior towards the customers is very rude. they do not care about the customer's order getting cancelled. if not, then when i call the customer care, they say that you can reorder again. very bad service. my order has been cancelled continue 2 times.",1,1,8.29,11-08-2025,No Reply,8.29,Flipkart
Indian Indi,Good,4,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
AKHTAR Dharwadi,Bad experience no costumer support,1,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Sankalp Munde,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Hero the legend,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Poonam Kamble,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Kattubadi Mokshagnya,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Krishna Yadav,Very good,4,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Magesh K,I love that,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Shubhra Singh,App isn't working properly lots of technical issues also not showing more options,1,0,Unkown,11-08-2025,"Hi flipkart user, we sincerely apologize for the inconvenience. please share the details of your issue with app-feedback@flipkart.com for the team to quickly resolve it for you.",Unknown,Flipkart
Pradeep,Superb,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Rashmi Malore,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Divyarajsinh Chudasama,Best,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sham 2006,Super,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Puja Sahu,V good product,3,0,8.3,11-08-2025,"Super happy to hear that you loved your order, puja. if you think we deserve a 4 or 5-star, an update would be very appreciated.",8.3,Flipkart
Tukuna Malik,Flipkard is the best,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mohd Shahnawz,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vivek Kumar,Best,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Shiva Ramakrishna,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Updesh Mhawer kohli,The worst seller is flipkart. an order was to be delivered on 6th august 2025 but it has not been delivered till today. do not do any shopping from flipkart.,1,1,8.29,11-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.29,Flipkart
Neeraj Kumar Bhartiya,Nice,5,0,8.21,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Vikash Mallena,Good,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, vikash! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
yogesh more,Don't install this app order are unexpected cancelled automatically,1,0,8.29,11-08-2025,"Yogesh, apologies for the cancellation. please get in touch with us by writing securely at user-experience@flipkart.com and mention your order and app store details so we can help.",8.29,Flipkart
Sibo Behera,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Prashant Katkar,Good service,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ningthoujam Singh,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Kaif Malik,Amazing,3,0,8.3,11-08-2025,"Thanks for the love, kaif! if you’re happy with everything, a 5-star rating would mean the world to us!",8.3,Flipkart
LIFE IS BEAUTIFUL,Very very slow. it doesn't even open. waste of my time and energy. 11-08-2025 new problems are arising. my urgent sets of orders which were supposed to be delivered in 1 day are still not delivered even after a delay of 4 days. and you are charging me money for the return of a defective product?? how terrible!!!!,1,1,Unkown,11-08-2025,"Hi flipkart user, we sincerely apologize for the inconvenience. please share the details of your issue with app-feedback@flipkart.com for the team to quickly resolve it for you.",Unknown,Flipkart
Tuhina Asifa,Nice,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Amit Kumar,Super,1,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Ajju bhai gaming,Thank,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ramanji B,Super,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Dev Kumar,Best,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Hassan Mohd,Wow,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vishal Sharma,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Mariappan Arumugam,Great experience,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Yash Sharma,Good nice app,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Venki D,Super,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, venki! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
Avinash Dhage,Ok nice,5,0,8.18,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.18,Flipkart
Arvind Kuvala,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Clement lessely,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Kumarshashikant Yadav,Best,1,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Mr Toxin,Good,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
JUNED KURESHI,Late delivery no delivery pluse membership not worked,1,0,8.3,11-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",8.3,Flipkart
Diwash Oraon,This app so good,4,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Arvind Kumar,Mast,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Asraful Haque,Nice,1,0,8.21,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.21,Flipkart
Sushma Kumari,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
suman kumar,Osm,5,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
vikas kumar,Very helpful,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
bittu mir,Very good product,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Saddam Husain Ansari (KING),"This app has become very bad. whatever product i order, it gets cancelled as soon as i order it. talk to the support team, they are giving me time but it is not getting fixed. this is the situation for the last 6 months, there is no solution it is not happening, i am just giving time on time and nothing",1,1,8.3,11-08-2025,No Reply,8.3,Flipkart
Divya Bendale,Very good application for shopping,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Sudheer Kumar Sudheer Kumar,Sorry,2,0,8.29,11-08-2025,No Reply,8.29,Flipkart
firoz khan,Excellent services,5,0,8.13,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.13,Flipkart
Poorva Patel,Very good quality,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Bharat Singh,Good service,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Arun T T,Happy,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mohammad Kaifuddin Siddiqui,One of the best online shopping app ever,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Mr.dayal Dayal,Ok,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Tanish Patel,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Anuj Kumar,Super,1,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Papu Bora,Customer service bad,1,0,8.29,11-08-2025,No Reply,8.29,Flipkart
ROHIT KUMAR,Worst service provider.,1,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Anirudha Wasnik,Good,5,0,8.21,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Divya Bisht,Flipkart is the best,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
ranjith cr,Good,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Savitri Verma,I prefer to buy on flipkart service is extremely good,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Satya Satya,Good,3,0,8.28,11-08-2025,"Thanks for the love, satya! if you’re happy with everything, a 5-star rating would mean the world to us!",8.28,Flipkart
sumit sunanda,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
jana jana,Super,5,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Amol Kusalkar,Wow,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manoranjan Das,Very good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ms Sanju,Good product big discount,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Krish Dj,Product quality is always low and delivery also,1,0,Unkown,11-08-2025,"Hi flipkart user, we are sorry about your bad experience with us. please get in touch with us at www.flipkart.com/helpcentre to assist you. thanks for your patience!",Unknown,Flipkart
Amit Kumar,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Pramod Patta,Okay lk,5,0,8.2,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.2,Flipkart
MS Rahul,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Venki Chinna,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
BAPAN BORO,Good,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, bapan! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
Amrita Singh,Ok,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Basavaraj S,I have just starting,3,0,8.24,11-08-2025,No Reply,8.24,Flipkart
Tanveer Khan,It is great and convenient app,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Raushan tiwari,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Raj Roy,Achha ji,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Uttam Nagane,Very good service,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Gh Mohd,Best,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manjunath Manju,Ok,1,0,8.3,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.3,Flipkart
Nirmal mandi,Owsome great,5,0,8.24,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.24,Flipkart
Anurag kumar Raj,Good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Saransh Raj,Very best online shopping app,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Ansh Singh,Achcha hai bahut achcha hai sundar pichai tum log karo aur accha discount bhi milta hai,4,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
DR JAGANNATH CHATTOPADHYAY,Better purchase price. now let us see the delivery service. looking forward for the best service. thank you. thanks & namaste,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Mohd Shahnawaz,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Shivam Mahato,Very nice aap,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ratheesh Skv,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ehk Ranchi,Flipkart is doing scam by holding customer money and not delivering the product. waited for 20 days but they will not deliver product and hold your money put it on interest and fool you by showing fake statistics.,1,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Faizan Bhat,It is helpful,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Vijaylaxmi Podiyam,Very good,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Vikas Kumar,Good,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
SIKANDRA KUMAR,Looking very nice but ab aane ke baad hi pta chlega na,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mahesh Sah,Platform is very better,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ravi N,Super,4,0,8.7,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.7,Flipkart
Manjeet Singh,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Pintu Singh,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Totan Roy Topan roy,Good,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
deepak dabi,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ramya Ramya,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Manika Basumatary,Nice apps i love this apps,5,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Selvi K,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Arihant Hanje,Very good,5,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Anirudh Yadav,Nice,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Maulik Dani,Nice,3,0,8.29,11-08-2025,"Thanks for the love, maulik! if you’re happy with everything, a 5-star rating would mean the world to us!",8.29,Flipkart
Chitra Murugan,Nice,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Ram Parkash,Nice,5,0,8.13,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.13,Flipkart
Mallu Miragi,Spr lovely,4,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Vaibhav Budheant,Very good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Mukul Yadav,Nice,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Pranjit Bhengra,Awsome,5,0,8.28,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.28,Flipkart
Siddiqui Siddiqui,Amazing,2,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Asuna Asuna,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Rinku Yadav,Good,5,0,8.21,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.21,Flipkart
Gopal Chetry,Nice app,3,0,8.29,11-08-2025,"Thanks so much for the awesome feedback, gopal! if you think we deserve a higher rating, we'd love for you to update it to a 4 or 5 star when you get a chance!",8.29,Flipkart
Kavita Yadav,Nice experience,3,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Abdul Jashim,Good,5,0,Unkown,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",Unknown,Flipkart
Chiranjevi Tumpala chiranjevi,Has a good app,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
aniket panda,"Worst service, they automatically cancelling the return and no after sale support. do do order from flipkart, waste of time",1,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Shailesh Singh,Nice,3,0,8.29,11-08-2025,"Thanks for the love, shailesh! if you’re happy with everything, a 5-star rating would mean the world to us!",8.29,Flipkart
banu mohan,Very help ful and shoping app,4,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Sunita Goutam,Achha,5,0,8.16,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.16,Flipkart
Jaminul Hoque,It's good,4,0,8.3,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.3,Flipkart
Rokaiyya Begum,Love to purchase through flipkart.,4,0,8.22,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.22,Flipkart
shivali Pathania,Good,5,0,8.15,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.15,Flipkart
Ananga Rana,I am very happy,5,0,8.26,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.26,Flipkart
Sagar Debbarma,Good,5,0,8.27,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.27,Flipkart
Vivek Yadav,Wonderful app for shopping at low price,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Radhakumari,Good,5,0,8.12,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.12,Flipkart
vIshAwjiT pAtiL,Good app,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Rofikul Alam,Khub kharap,2,0,8.29,11-08-2025,No Reply,8.29,Flipkart
Boby Gope,Nice,2,0,8.29,11-08-2025,"Hi flipkart user, thank you for your kind words! would you also like to give us more stars? 5 stars - very good, 4 stars- good, 3 stars - okay, 2 stars - bad, 1 star- very bad",8.29,Flipkart
Mahfur Rahman,Fast delivery and good communication,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
SATAYAM YADAV,Good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Triloki Singh,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
AGARAN AGARAN,Good,4,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Santlal Chaudheary,Thankesh,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
SURENDRA CHHATAR,Very good,5,0,8.29,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.29,Flipkart
Swapna Narlagiri,We can buy any product we want,5,0,8.12,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.12,Flipkart
kadaru ramesh,Good,5,0,8.18,11-08-2025,"Hi flipkart user, thank you so much for your feedback. we are glad that you are enjoying flipkart and we look forward to serving you again.",8.18,Flipkart
